"Ano","Municipio","Categoria","Numero"
2006,"Nátaga","Coordinador",2
2006,"Neiva","Coordinador",111
2006,"Oporapa","Coordinador",3
2006,"Paicol","Coordinador",3
2006,"Palermo","Coordinador",8
2006,"Palestina","Coordinador",1
2006,"Pital","Coordinador",3
2006,"Pitalito","Coordinador",35
2006,"Rivera","Coordinador",7
2006,"Saladoblanco","Coordinador",2
2006,"San Agustín","Coordinador",10
2006,"Santa Maria","Coordinador",3
2006,"Suaza","Coordinador",3
2006,"Tarqui","Coordinador",7
2006,"Tello","Coordinador",6
2006,"Teruel","Coordinador",2
2006,"Tesalia","Coordinador",4
2006,"Timaná","Coordinador",8
2006,"Villavieja","Coordinador",2
2006,"Yaguará","Coordinador",4
2006,"Acevedo","Docentes",176
2006,"Agrado","Docentes",73
2006,"Aipe","Docentes",141
2006,"Algeciras","Docentes",194
2006,"Altamira","Docentes",31
2006,"Baraya","Docentes",85
2006,"Campoalegre","Docentes",263
2006,"Colombia","Docentes",94
2006,"Elias","Docentes",29
2006,"Garzón","Docentes",527
2006,"Gigante","Docentes",237
2006,"Guadalupe","Docentes",116
2006,"Hobo","Docentes",54
2006,"Iquira","Docentes",104
2006,"Isnos","Docentes",171
2006,"La Argentina","Docentes",106
2006,"La Plata","Docentes",442
2006,"Nátaga","Docentes",66
2006,"Neiva","Docentes",2320
2006,"Oporapa","Docentes",70
2006,"Paicol","Docentes",45
2006,"Palermo","Docentes",215
2006,"Palestina","Docentes",75
2006,"Pital","Docentes",91
2006,"Pitalito","Docentes",728
2006,"Rivera","Docentes",166
2006,"Saladoblanco","Docentes",74
2006,"San Agustín","Docentes",256
2006,"Santa Maria","Docentes",92
2006,"Suaza","Docentes",88
2006,"Tarqui","Docentes",151
2006,"Tello","Docentes",133
2006,"Teruel","Docentes",69
2006,"Tesalia","Docentes",93
2006,"Timaná","Docentes",167
2006,"Villavieja","Docentes",75
2006,"Yaguará","Docentes",61
2004,"Acevedo","Rector",8
2004,"Agrado","Rector",5
2004,"Aipe","Rector",5
2004,"Algeciras","Rector",6
2004,"Altamira","Rector",1
2004,"Baraya","Rector",5
2004,"Campoalegre","Rector",6
2004,"Colombia","Rector",6
2004,"Elias","Rector",1
2004,"Garzón","Rector",15
2004,"Gigante","Rector",9
2004,"Guadalupe","Rector",3
2004,"Hobo","Rector",1
2004,"Iquira","Rector",5
2004,"Isnos","Rector",7
2004,"La Argentina","Rector",5
2004,"La Plata","Rector",19
2004,"Nátaga","Rector",4
2004,"Neiva","Rector",40
2004,"Oporapa","Rector",3
2004,"Paicol","Rector",1
2004,"Palermo","Rector",8
2004,"Palestina","Rector",5
2004,"Pital","Rector",6
2004,"Pitalito","Rector",15
2004,"Rivera","Rector",4
2004,"Saladoblanco","Rector",2
2004,"San Agustín","Rector",9
2004,"Santa Maria","Rector",4
2004,"Suaza","Rector",7
2004,"Tarqui","Rector",6
2004,"Tello","Rector",4
2004,"Teruel","Rector",5
2004,"Tesalia","Rector",4
2004,"Timaná","Rector",6
2004,"Villavieja","Rector",4
2004,"Yaguará","Rector",2
2004,"Acevedo","Coordinador",6
2004,"Agrado","Coordinador",3
2004,"Aipe","Coordinador",6
2004,"Algeciras","Coordinador",8
2004,"Altamira","Coordinador",2
2004,"Baraya","Coordinador",2
2004,"Campoalegre","Coordinador",13
2004,"Colombia","Coordinador",1
2004,"Elias","Coordinador",2
2004,"Garzón","Coordinador",24
2004,"Gigante","Coordinador",12
2004,"Guadalupe","Coordinador",7
2004,"Hobo","Coordinador",3
2004,"Iquira","Coordinador",3
2004,"Isnos","Coordinador",8
2004,"La Argentina","Coordinador",3
2004,"La Plata","Coordinador",16
2004,"Nátaga","Coordinador",2
2004,"Neiva","Coordinador",111
2004,"Oporapa","Coordinador",3
2004,"Paicol","Coordinador",3
2004,"Palermo","Coordinador",8
2004,"Palestina","Coordinador",1
2004,"Pital","Coordinador",3
2004,"Pitalito","Coordinador",35
2004,"Rivera","Coordinador",7
2004,"Saladoblanco","Coordinador",2
2004,"San Agustín","Coordinador",10
2004,"Santa Maria","Coordinador",3
2004,"Suaza","Coordinador",3
2004,"Tarqui","Coordinador",7
2004,"Tello","Coordinador",6
2004,"Teruel","Coordinador",2
2004,"Tesalia","Coordinador",4
2004,"Timaná","Coordinador",8
2004,"Villavieja","Coordinador",2
2004,"Yaguará","Coordinador",4
2004,"Acevedo","Docentes",176
2004,"Agrado","Docentes",73
2004,"Aipe","Docentes",141
2004,"Algeciras","Docentes",194
2004,"Altamira","Docentes",31
2004,"Baraya","Docentes",85
2004,"Campoalegre","Docentes",263
2004,"Colombia","Docentes",94
2004,"Elias","Docentes",29
2004,"Garzón","Docentes",527
2004,"Gigante","Docentes",237
2004,"Guadalupe","Docentes",116
2004,"Hobo","Docentes",54
2004,"Iquira","Docentes",104
2004,"Isnos","Docentes",171
2004,"La Argentina","Docentes",106
2004,"La Plata","Docentes",442
2004,"Nátaga","Docentes",66
2004,"Neiva","Docentes",2320
2004,"Oporapa","Docentes",70
2004,"Paicol","Docentes",45
2004,"Palermo","Docentes",215
2004,"Palestina","Docentes",75
2004,"Pital","Docentes",91
2004,"Pitalito","Docentes",728
2004,"Rivera","Docentes",166
2004,"Saladoblanco","Docentes",74
2004,"San Agustín","Docentes",256
2004,"Santa Maria","Docentes",92
2004,"Suaza","Docentes",88
2004,"Tarqui","Docentes",151
2004,"Tello","Docentes",133
2004,"Teruel","Docentes",69
2004,"Tesalia","Docentes",93
2004,"Timaná","Docentes",167
2004,"Villavieja","Docentes",75
2004,"Yaguará","Docentes",61
2003,"Acevedo","Rector",8
2003,"Agrado","Rector",5
2003,"Aipe","Rector",5
2003,"Algeciras","Rector",6
2003,"Altamira","Rector",1
2003,"Baraya","Rector",5
2003,"Campoalegre","Rector",6
2003,"Colombia","Rector",7
2003,"Elias","Rector",2
2003,"Garzón","Rector",16
2003,"Gigante","Rector",9
2003,"Guadalupe","Rector",3
2003,"Hobo","Rector",1
2003,"Iquira","Rector",5
2003,"Isnos","Rector",7
2003,"La Argentina","Rector",5
2003,"La Plata","Rector",20
2003,"Nátaga","Rector",4
2003,"Neiva","Rector",40
2003,"Oporapa","Rector",3
2003,"Paicol","Rector",1
2003,"Palermo","Rector",8
2003,"Palestina","Rector",6
2003,"Pital","Rector",6
2003,"Pitalito","Rector",17
2003,"Rivera","Rector",4
2003,"Saladoblanco","Rector",2
2003,"San Agustín","Rector",10
2003,"Santa Maria","Rector",4
2003,"Suaza","Rector",7
2003,"Tarqui","Rector",6
2003,"Tello","Rector",4
2003,"Teruel","Rector",5
2003,"Tesalia","Rector",4
2003,"Timaná","Rector",6
2003,"Villavieja","Rector",4
2003,"Yaguará","Rector",2
2003,"Acevedo","Coordinador",6
2003,"Agrado","Coordinador",3
2003,"Aipe","Coordinador",6
2003,"Algeciras","Coordinador",8
2003,"Altamira","Coordinador",2
2003,"Baraya","Coordinador",2
2003,"Campoalegre","Coordinador",13
2003,"Colombia","Coordinador",1
2003,"Elias","Coordinador",1
2003,"Garzón","Coordinador",24
2003,"Gigante","Coordinador",12
2003,"Guadalupe","Coordinador",7
2003,"Hobo","Coordinador",3
2003,"Iquira","Coordinador",3
2003,"Isnos","Coordinador",8
2003,"La Argentina","Coordinador",3
2003,"La Plata","Coordinador",15
2003,"Nátaga","Coordinador",2
2003,"Neiva","Coordinador",111
2003,"Oporapa","Coordinador",3
2003,"Paicol","Coordinador",3
2003,"Palermo","Coordinador",8
2003,"Palestina","Coordinador",1
2003,"Pital","Coordinador",3
2003,"Pitalito","Coordinador",35
2003,"Rivera","Coordinador",7
2003,"Saladoblanco","Coordinador",3
2003,"San Agustín","Coordinador",10
2003,"Santa Maria","Coordinador",3
2003,"Suaza","Coordinador",3
2003,"Tarqui","Coordinador",7
2003,"Tello","Coordinador",6
2003,"Teruel","Coordinador",2
2003,"Tesalia","Coordinador",4
2003,"Timaná","Coordinador",8
2003,"Villavieja","Coordinador",2
2003,"Yaguará","Coordinador",4
2003,"Acevedo","Docentes",176
2003,"Agrado","Docentes",73
2003,"Aipe","Docentes",140
2003,"Algeciras","Docentes",198
2003,"Altamira","Docentes",31
2003,"Baraya","Docentes",85
2003,"Campoalegre","Docentes",263
2003,"Colombia","Docentes",94
2003,"Elias","Docentes",29
2003,"Garzón","Docentes",530
2003,"Gigante","Docentes",262
2003,"Guadalupe","Docentes",118
2003,"Hobo","Docentes",54
2003,"Iquira","Docentes",104
2003,"Isnos","Docentes",170
2003,"La Argentina","Docentes",106
2003,"La Plata","Docentes",436
2003,"Nátaga","Docentes",60
2003,"Neiva","Docentes",2320
2003,"Oporapa","Docentes",73
2003,"Paicol","Docentes",45
2003,"Palermo","Docentes",215
2003,"Palestina","Docentes",77
2003,"Pital","Docentes",96
2003,"Pitalito","Docentes",733
2003,"Rivera","Docentes",155
2003,"Saladoblanco","Docentes",74
2003,"San Agustín","Docentes",258
2003,"Santa Maria","Docentes",92
2003,"Suaza","Docentes",107
2003,"Tarqui","Docentes",153
2003,"Tello","Docentes",133
2003,"Teruel","Docentes",69
2003,"Tesalia","Docentes",93
2003,"Timaná","Docentes",167
2003,"Villavieja","Docentes",74
2003,"Yaguará","Docentes",61
